seed,method,completed_task_num,total_path_length,total_inspection_time,high_priority_avg_response_time,priority_weighted_completion_time,high_priority_top5_rate,abnormal_priority_rate,abnormal_avg_response_time,replanning_count,lambda_before_abnormal,lambda_after_abnormal,lambda_change,lambda_mean,lambda_min,lambda_max,lambda_std,algorithm_runtime_ms,task_sequence
9,A-RH-PADS-NoAbnormalPressure,20,202.0,436.66666666666663,198.33333333333334,173.03600548058887,40.0,50.0,92.91666666666664,1,0.6313287474723961,0.6302737233344662,-0.0010550241379299052,0.5976724927044673,0.4991138311505847,0.6367842051991279,0.03856264664170912,65.17829798394814,P4->P15->P1->P14->P12->P2->P13->P10->P9->P5->P6->P20->P3->P11->P17->P16->P18->P7->P19->P8
9,A-RH-PADS-NoPathPressure,20,186.0,410.00000000000006,186.66666666666666,167.68921859216624,40.0,50.0,120.83333333333333,1,0.6963512671914718,0.8089119041995487,0.11256063700807695,0.7740891017186226,0.5884053220594065,0.8089119041995487,0.05831156985174566,65.60875097056851,P4->P15->P1->P14->P12->P2->P13->P10->P9->P5->P6->P20->P3->P17->P16->P18->P7->P19->P11->P8
9,A-RH-PADS-ResponseOnly,20,212.0,453.33333333333337,187.7777777777778,180.0355702814334,40.0,75.0,96.25,1,0.85,0.85,0.0,0.85,0.85,0.85,0.0,66.48036296246573,P4->P15->P1->P14->P12->P13->P10->P9->P5->P6->P20->P17->P3->P11->P19->P2->P7->P18->P16->P8
9,A-RH-PADS-CostOnly,20,150.0,350.0,193.33333333333334,160.2519648931403,40.0,25.0,80.0,1,0.25,0.25,0.0,0.25,0.25,0.25,0.0,66.7617250001058,P4->P13->P2->P12->P1->P14->P19->P11->P15->P10->P9->P5->P6->P8->P20->P3->P17->P16->P18->P7
9,A-RH-PADS-NoFinishTimeResponse,20,248.0,513.3333333333334,190.55555555555557,215.12086340093256,20.0,75.0,128.75,1,0.6313287474723961,0.7797705327862621,0.14844178531386598,0.6555512318022393,0.4876000035419582,0.7797705327862621,0.11980337193614726,66.29217095905915,P4->P15->P13->P9->P14->P1->P12->P7->P17->P20->P6->P5->P10->P2->P19->P11->P3->P18->P16->P8
10,A-RH-PADS-Full,19,185.0,403.33333333333326,112.66666666666666,152.085199512975,60.0,25.0,125.41666666666663,1,0.6527123109637024,0.7886162438775673,0.13590393291386493,0.7198410890108395,0.5681521413604997,0.7886162438775673,0.0744884643890772,87.31379604432732,P13->P8->P11->P7->P16->P4->P2->P1->P20->P19->P17->P9->P10->P5->P3->P18->P12->P14->P15
10,A-RH-PADS-FixedLambda,19,199.0,426.66666666666663,106.0,159.9094480623171,60.0,50.0,107.08333333333333,1,0.55,0.55,0.0,0.55,0.55,0.55,0.0,90.37307801190764,P13->P8->P7->P11->P4->P2->P1->P20->P19->P16->P14->P12->P3->P5->P10->P9->P17->P15->P18
10,A-RH-PADS-NoUrgencyPressure,19,197.0,423.33333333333337,100.99999999999999,162.504129634738,80.0,50.0,89.16666666666667,1,0.45516259084655686,0.6671780034382324,0.21201541259167556,0.5409100851083615,0.41797411379082017,0.6671780034382324,0.11256582714085284,90.53320501698181,P8->P7->P11->P4->P2->P1->P20->P19->P16->P13->P5->P10->P9->P17->P18->P3->P12->P14->P15
10,A-RH-PADS-NoAbnormalPressure,19,177.0,390.0,108.0,160.47337498131085,60.0,50.0,113.75,1,0.6527123109637024,0.6471514560267794,-0.005560854936923043,0.5934415008250082,0.5391921688327935,0.6527123109637024,0.029616164218597793,89.97929200995713,P13->P8->P11->P7->P4->P2->P1->P20->P19->P16->P14->P12->P3->P18->P5->P10->P9->P17->P15
10,A-RH-PADS-NoPathPressure,19,197.0,423.3333333333333,106.0,158.70561925380918,60.0,50.0,104.16666666666667,1,0.7064002401365577,0.8090203972947364,0.10262015715817874,0.7447318030613042,0.6456924590999158,0.8090203972947364,0.06703318285173436,88.19565799785778,P13->P8->P7->P11->P4->P2->P1->P20->P19->P16->P14->P12->P5->P10->P9->P17->P15->P3->P18
10,A-RH-PADS-ResponseOnly,19,201.0,429.99999999999994,112.66666666666666,161.18924603278464,60.0,25.0,117.91666666666663,1,0.85,0.85,0.0,0.85,0.85,0.85,0.0,87.01835601823404,P13->P8->P11->P7->P16->P4->P2->P1->P20->P19->P14->P12->P5->P10->P9->P17->P3->P18->P15
10,A-RH-PADS-CostOnly,19,172.0,381.6666666666666,121.66666666666666,151.78450964209244,60.0,50.0,82.49999999999996,1,0.25,0.25,0.0,0.25,0.25,0.25,0.0,87.960840028245,P10->P8->P7->P11->P4->P14->P16->P19->P15->P20->P1->P2->P18->P3->P5->P13->P9->P17->P12
10,A-RH-PADS-NoFinishTimeResponse,19,240.0,494.99999999999994,112.66666666666666,183.68869289996354,60.0,25.0,128.74999999999997,1,0.6418675610662006,0.7857827015549138,0.14391514048871323,0.6776922755157805,0.5536254356635427,0.7857827015549138,0.09612952231193539,89.2383040045388,P8->P11->P7->P4->P20->P2->P16->P19->P1->P13->P5->P10->P9->P17->P14->P15->P3->P18->P12
11,A-RH-PADS-Full,20,194.0,423.3333333333333,70.33333333333334,163.79358599401553,80.0,100.0,44.166666666666664,1,0.5923238958350139,0.7752989426135684,0.18297504677855447,0.5946679200287736,0.4744439738919275,0.7782823935002499,0.09969560013421505,70.23402099730447,P3->P20->P13->P2->P8->P10->P7->P4->P9->P6->P16->P19->P11->P18->P12->P17->P5->P14->P1->P15
11,A-RH-PADS-FixedLambda,20,194.0,423.3333333333333,70.33333333333334,163.79358599401553,80.0,100.0,44.166666666666664,1,0.55,0.55,0.0,0.55,0.55,0.55,0.0,70.95086300978437,P3->P20->P13->P2->P8->P10->P7->P4->P9->P6->P16->P19->P11->P18->P12->P17->P5->P14->P1->P15
11,A-RH-PADS-NoUrgencyPressure,20,185.0,408.3333333333333,70.33333333333334,157.17800577954276,80.0,100.0,44.166666666666664,1,0.43309450500640956,0.6416960586601439,0.20860155365373434,0.47871287557105624,0.4134246849664891,0.6561975170828387,0.08853151820079556,70.69316401612014,P3->P20->P13->P2->P8->P10->P7->P4->P15->P9->P6->P16->P19->P11->P18->P17->P12->P5->P1->P14
11,A-RH-PADS-NoAbnormalPressure,20,194.0,423.3333333333333,70.33333333333334,163.79358599401553,80.0,100.0,44.166666666666664,1,0.5923238958350139,0.6164510510426167,0.02412715520760278,0.56279358982984,0.4744439738919275,0.6230375785107167,0.04621204105233379,70.45103400014341,P3->P20->P13->P2->P8->P10->P7->P4->P9->P6->P16->P19->P11->P18->P12->P17->P5->P14->P1->P15
11,A-RH-PADS-NoPathPressure,20,194.0,423.3333333333333,70.33333333333334,164.65713432766034,80.0,100.0,44.166666666666664,1,0.6774205965649507,0.8092440970738235,0.13182350050887282,0.6682361499238768,0.5811015136111883,0.8092440970738235,0.07820616614257168,70.48716000281274,P3->P20->P13->P2->P8->P10->P7->P4->P9->P6->P16->P19->P11->P17->P12->P18->P5->P14->P1->P15
11,A-RH-PADS-ResponseOnly,20,220.0,466.6666666666667,70.33333333333334,168.94075480761555,80.0,100.0,44.166666666666664,1,0.85,0.85,0.0,0.85,0.85,0.85,0.0,69.83242597198114,P3->P20->P13->P2->P8->P10->P7->P4->P9->P6->P19->P11->P17->P18->P16->P15->P1->P14->P5->P12
11,A-RH-PADS-CostOnly,20,165.0,374.99999999999994,75.99999999999999,145.82560586858642,80.0,75.0,47.91666666666664,1,0.25,0.25,0.0,0.25,0.25,0.25,0.0,71.67664502048865,P3->P20->P13->P2->P18->P8->P10->P7->P15->P1->P4->P9->P6->P16->P19->P11->P17->P12->P5->P14
11,A-RH-PADS-NoFinishTimeResponse,20,228.0,479.99999999999994,68.66666666666666,173.39955100511264,80.0,75.0,75.0,1,0.5923238958350139,0.7752989426135684,0.18297504677855447,0.622121889751005,0.4616373641628819,0.7752989426135684,0.12457070119366055,69.12680499954149,P3->P20->P13->P2->P10->P7->P4->P6->P9->P19->P8->P18->P17->P12->P11->P16->P15->P1->P14->P5
12,A-RH-PADS-Full,20,198.0,429.9999999999999,155.92592592592592,173.36421115318797,100.0,75.0,110.41666666666669,1,0.63506861705913,0.7828918909040051,0.14782327384487515,0.6683351019451055,0.5085187499459614,0.7828918909040051,0.10901378456185257,66.14942499436438,P7->P19->P16->P18->P6->P10->P20->P4->P9->P5->P2->P14->P3->P1->P8->P17->P12->P15->P11->P13
12,A-RH-PADS-FixedLambda,20,198.0,429.99999999999994,113.70370370370371,149.795897217629,100.0,25.0,125.41666666666669,1,0.55,0.55,0.0,0.55,0.55,0.55,0.0,68.87207500403747,P7->P19->P16->P14->P18->P17->P6->P10->P20->P4->P13->P9->P5->P2->P3->P1->P12->P15->P8->P11
12,A-RH-PADS-NoUrgencyPressure,20,198.0,430.00000000000006,166.48148148148147,179.60556057421428,80.0,75.0,82.08333333333334,1,0.4412403987189465,0.6372545468785022,0.19601414815955576,0.48637526144619886,0.41136485711171183,0.6535642127950552,0.09037196048292834,65.25176600553095,P7->P19->P16->P3->P18->P6->P10->P20->P4->P9->P5->P2->P14->P8->P1->P12->P15->P17->P11->P13
12,A-RH-PADS-NoAbnormalPressure,20,202.0,436.6666666666667,151.4814814814815,175.7722956834591,80.0,75.0,82.08333333333334,1,0.63506861705913,0.6335366154554447,-0.0015320016036852735,0.5733436143539142,0.4493682610274782,0.6464058889052964,0.04939505568501052,65.8706960384734,P7->P19->P16->P3->P18->P6->P10->P20->P4->P13->P9->P5->P2->P14->P8->P1->P15->P12->P17->P11
12,A-RH-PADS-NoPathPressure,20,198.0,429.9999999999999,153.5185185185185,171.9507317753999,100.0,75.0,110.41666666666669,1,0.704904862871041,0.8147204667787767,0.1098156039077357,0.7237723166484074,0.5353283673053433,0.8147204667787767,0.09022750432606891,66.7808290454559,P7->P19->P16->P18->P6->P10->P20->P4->P9->P5->P2->P14->P3->P1->P8->P17->P12->P15->P13->P11
12,A-RH-PADS-ResponseOnly,20,242.0,503.3333333333333,176.48148148148147,202.8690548298999,80.0,75.0,86.66666666666666,1,0.85,0.85,0.0,0.85,0.85,0.85,0.0,67.37402902217582,P19->P16->P18->P6->P20->P4->P9->P5->P2->P14->P3->P7->P17->P12->P15->P10->P13->P11->P8->P1
12,A-RH-PADS-CostOnly,20,209.0,448.33333333333326,139.44444444444443,174.8745065031787,100.0,25.0,244.16666666666663,1,0.25,0.25,0.0,0.25,0.25,0.25,0.0,69.09830000950024,P7->P19->P16->P14->P18->P17->P20->P4->P5->P9->P8->P1->P15->P12->P6->P10->P13->P11->P2->P3
12,A-RH-PADS-NoFinishTimeResponse,20,281.0,568.3333333333331,215.37037037037032,245.0578781631043,80.0,75.0,78.33333333333331,1,0.6113726506682502,0.7778383478773907,0.1664656972091405,0.60917505155741,0.494828260163673,0.7778383478773907,0.10264888674057036,68.45654605422169,P19->P16->P18->P6->P20->P9->P5->P3->P7->P14->P12->P17->P10->P2->P13->P4->P11->P8->P1->P15
13,A-RH-PADS-Full,20,264.0,540.0000000000001,149.66666666666669,198.21286331743005,20.0,50.0,140.0,1,0.6212147401883352,0.7920005856692467,0.17078584548091147,0.6585972018568943,0.48739453138489197,0.7963757122192605,0.12161241907935931,85.46916401246563,P8->P10->P11->P9->P18->P7->P14->P3->P4->P12->P2->P5->P13->P16->P15->P1->P20->P6->P19->P17
13,A-RH-PADS-FixedLambda,20,207.0,445.0,168.66666666666666,171.89220947756013,20.0,75.0,100.83333333333333,1,0.55,0.55,0.0,0.55,0.55,0.55,0.0,80.94012399669737,P8->P13->P10->P11->P9->P18->P7->P6->P14->P3->P4->P17->P12->P2->P5->P16->P20->P15->P1->P19
13,A-RH-PADS-NoUrgencyPressure,20,207.0,445.0,168.66666666666666,171.89220947756013,20.0,75.0,100.83333333333333,1,0.441830226994795,0.6489873019547789,0.20715707495998392,0.5451661046919788,0.41381719185071375,0.6703402890242999,0.11061070126086793,80.87645197520033,P8->P13->P10->P11->P9->P18->P7->P6->P14->P3->P4->P17->P12->P2->P5->P16->P20->P15->P1->P19
13,A-RH-PADS-NoAbnormalPressure,20,215.0,458.33333333333337,153.66666666666669,176.2354926587331,20.0,50.0,147.08333333333337,1,0.6212147401883352,0.6555191200047135,0.03430437981637824,0.5907391832889403,0.4919865609903872,0.6667079406688927,0.05047245108711863,83.16609199391678,P8->P10->P11->P9->P18->P7->P6->P14->P3->P4->P17->P12->P2->P5->P16->P13->P20->P15->P1->P19
13,A-RH-PADS-NoPathPressure,20,241.0,501.6666666666666,134.33333333333331,232.96394332355646,60.0,50.0,115.41666666666664,1,0.6943555312274925,0.8143714456015603,0.12001591437406778,0.7081490318006667,0.624809590280631,0.8143714456015603,0.08265775614979268,86.56702301232144,P11->P9->P18->P7->P3->P4->P17->P12->P2->P5->P10->P16->P15->P1->P6->P14->P19->P20->P8->P13
13,A-RH-PADS-ResponseOnly,20,238.0,496.66666666666663,142.33333333333331,237.16836892157914,60.0,50.0,149.58333333333331,1,0.85,0.85,0.0,0.85,0.85,0.85,0.0,84.27580801071599,P11->P9->P7->P18->P3->P4->P12->P2->P5->P10->P8->P13->P20->P16->P15->P1->P6->P14->P19->P17
13,A-RH-PADS-CostOnly,20,167.0,378.3333333333333,168.33333333333331,173.58817167163284,20.0,50.0,98.74999999999999,1,0.25,0.25,0.0,0.25,0.25,0.25,0.0,80.58586402330548,P13->P8->P10->P11->P15->P18->P1->P7->P6->P14->P3->P19->P4->P17->P12->P5->P2->P9->P16->P20
13,A-RH-PADS-NoFinishTimeResponse,20,303.0,605.0,162.33333333333331,273.4996481713504,60.0,50.0,180.41666666666669,1,0.6324078776804255,0.7764535786625982,0.14404570098217273,0.6268796960131501,0.5112965325210016,0.7764535786625982,0.10798538421849393,83.16881401697174,P11->P9->P7->P18->P4->P3->P12->P2->P13->P8->P10->P16->P15->P1->P6->P14->P19->P17->P5->P20
14,A-RH-PADS-Full,20,243.0,504.99999999999994,164.7222222222222,218.9226977999212,60.0,50.0,155.83333333333331,1,0.6275230281216093,0.7900915547022702,0.1625685265806609,0.7346532053011973,0.6250661736564536,0.7900915547022702,0.04894373950210245,75.86740900296718,P15->P17->P19->P12->P14->P6->P16->P10->P9->P18->P7->P11->P3->P2->P20->P5->P4->P13->P1->P8
14,A-RH-PADS-FixedLambda,20,270.0,550.0,172.5,218.3922469109254,60.0,50.0,170.0,1,0.55,0.55,0.0,0.55,0.55,0.55,0.0,75.89796400861815,P11->P12->P14->P19->P6->P17->P15->P4->P10->P9->P18->P7->P3->P20->P5->P13->P1->P16->P8->P2
14,A-RH-PADS-NoUrgencyPressure,20,270.0,550.0,172.5,218.3922469109254,60.0,50.0,170.0,1,0.4436169945929622,0.6626914665219072,0.21907447192894502,0.6073579374424554,0.4360153113234325,0.6626914665219072,0.08647535865284578,76.41178398625925,P11->P12->P14->P19->P6->P17->P15->P4->P10->P9->P18->P7->P3->P20->P5->P13->P1->P16->P8->P2
14,A-RH-PADS-NoAbnormalPressure,20,240.0,499.9999999999999,172.77777777777774,206.3069373185102,60.0,25.0,170.8333333333333,1,0.6275230281216093,0.65076912507359,0.023246096951980655,0.590629230255989,0.5217272593330258,0.65076912507359,0.02981384863944904,76.73886104021221,P15->P17->P19->P12->P14->P10->P9->P18->P7->P3->P11->P20->P5->P4->P6->P13->P1->P16->P8->P2
14,A-RH-PADS-NoPathPressure,20,245.0,508.3333333333333,166.94444444444446,209.11065498754198,60.0,50.0,173.74999999999997,1,0.6969346101775249,0.8075257743088827,0.11059116413135783,0.7800860806077499,0.6969346101775249,0.8075257743088827,0.03574868633203,77.06646097358316,P15->P12->P14->P19->P17->P6->P13->P16->P10->P9->P18->P7->P11->P3->P2->P20->P5->P4->P1->P8
14,A-RH-PADS-ResponseOnly,20,249.0,515.0,175.83333333333334,208.73020343012314,60.0,50.0,114.16666666666667,1,0.85,0.85,0.0,0.85,0.85,0.85,0.0,72.95954099390656,P15->P12->P14->P19->P17->P6->P13->P16->P10->P9->P8->P7->P11->P3->P2->P20->P5->P4->P1->P18
14,A-RH-PADS-CostOnly,20,231.0,485.0,172.5,193.29705364410347,40.0,0.0,202.08333333333334,1,0.25,0.25,0.0,0.25,0.25,0.25,0.0,73.09468003222719,P20->P5->P15->P17->P12->P14->P19->P6->P13->P1->P10->P9->P18->P7->P3->P2->P11->P4->P16->P8
14,A-RH-PADS-NoFinishTimeResponse,20,307.0,611.6666666666667,193.33333333333334,266.5820513985787,60.0,75.0,101.24999999999999,1,0.623585786762784,0.7887573187816412,0.16517153201885726,0.6463750920031571,0.5055806142419523,0.7887573187816412,0.11192830296742873,73.91192996874452,P15->P14->P19->P12->P6->P17->P7->P11->P16->P10->P9->P8->P3->P2->P20->P5->P4->P13->P1->P18
15,A-RH-PADS-Full,20,210.0,450.00000000000006,102.91666666666667,185.3057259412515,60.0,0.0,172.50000000000003,1,0.6202450875350294,0.7839922434689969,0.1637471559339675,0.6605069548938016,0.47032626260471105,0.7847999794320374,0.12300101697774614,69.33662900701165,P6->P20->P4->P13->P19->P17->P8->P1->P14->P16->P7->P11->P2->P18->P10->P12->P3->P9->P15->P5
15,A-RH-PADS-FixedLambda,20,222.0,469.99999999999994,114.16666666666666,192.1477621743733,60.0,0.0,217.91666666666663,1,0.55,0.55,0.0,0.55,0.55,0.55,0.0,72.76039296993986,P6->P20->P4->P13->P19->P17->P8->P3->P12->P7->P16->P14->P1->P11->P2->P18->P10->P5->P15->P9
15,A-RH-PADS-NoUrgencyPressure,20,206.0,443.33333333333337,118.33333333333334,161.76938915491706,40.0,25.0,116.25,1,0.43962239907503675,0.6647388213449221,0.22511642226988537,0.5322203242191406,0.42049675749032633,0.6785540835312707,0.11248447259245159,68.44173703575507,P16->P7->P6->P20->P4->P13->P19->P17->P8->P3->P1->P14->P11->P2->P10->P12->P18->P5->P15->P9
15,A-RH-PADS-NoAbnormalPressure,20,208.0,446.6666666666667,105.0,188.02264252598633,60.0,0.0,180.83333333333331,1,0.6202450875350294,0.6361029274196539,0.015857839884624525,0.5738812429937212,0.46567297405082253,0.6428129560935207,0.05438966440683261,72.03492597909644,P6->P20->P4->P13->P19->P17->P8->P3->P1->P14->P16->P7->P11->P2->P18->P10->P12->P5->P15->P9
15,A-RH-PADS-NoPathPressure,20,235.0,491.66666666666674,102.91666666666667,192.16173631915797,60.0,0.0,169.58333333333337,1,0.6856918075385612,0.8077503315864444,0.1220585240478832,0.7107569158252338,0.5737886480431049,0.8077503315864444,0.09826430018245683,69.72564401803538,P6->P20->P4->P13->P19->P17->P8->P1->P14->P16->P7->P2->P18->P10->P12->P3->P9->P15->P5->P11
15,A-RH-PADS-ResponseOnly,20,248.0,513.3333333333333,106.66666666666667,194.00894604892727,60.0,0.0,194.16666666666669,1,0.85,0.85,0.0,0.85,0.85,0.85,0.0,69.6465369546786,P6->P20->P4->P13->P8->P17->P19->P7->P16->P14->P1->P15->P3->P12->P18->P10->P2->P11->P5->P9
15,A-RH-PADS-CostOnly,20,192.0,420.00000000000006,162.50000000000003,171.18202592108685,40.0,0.0,250.4166666666667,1,0.25,0.25,0.0,0.25,0.25,0.25,0.0,70.89010602794588,P7->P6->P20->P4->P12->P19->P17->P8->P3->P15->P5->P13->P10->P18->P2->P11->P16->P14->P1->P9
15,A-RH-PADS-NoFinishTimeResponse,20,255.0,525.0,89.16666666666667,204.2140016087556,60.0,50.0,155.0,1,0.6202450875350294,0.7839922434689969,0.1637471559339675,0.6152066765128328,0.4738860837808545,0.7847999794320374,0.1255332143233549,68.18112602923065,P6->P20->P4->P13->P19->P14->P1->P16->P7->P18->P10->P17->P8->P3->P15->P5->P9->P12->P2->P11
16,A-RH-PADS-Full,20,203.0,438.33333333333337,143.33333333333334,213.6406954565533,0.0,50.0,123.33333333333334,1,0.575131716619711,0.7658175488380298,0.1906858322183188,0.6889410264035994,0.5087630378445159,0.7678208464922248,0.08939691427090915,74.16319998446852,P16->P15->P18->P12->P5->P19->P4->P11->P14->P9->P20->P3->P1->P2->P7->P8->P17->P6->P13->P10
16,A-RH-PADS-FixedLambda,20,201.0,435.00000000000006,143.33333333333334,212.57658444101708,0.0,50.0,122.50000000000001,1,0.55,0.55,0.0,0.55,0.55,0.55,0.0,73.72934999875724,P16->P15->P18->P12->P5->P19->P4->P11->P14->P9->P20->P3->P2->P1->P7->P8->P17->P6->P13->P10
16,A-RH-PADS-NoUrgencyPressure,20,203.0,438.33333333333337,143.33333333333334,213.6406954565533,0.0,50.0,123.33333333333334,1,0.4395743140379218,0.6586589558259838,0.21908464178806197,0.5934042209912193,0.42237535571935503,0.6673897943392804,0.09584175507503656,74.90392099134624,P16->P15->P18->P12->P5->P19->P4->P11->P14->P9->P20->P3->P1->P2->P7->P8->P17->P6->P13->P10
16,A-RH-PADS-NoAbnormalPressure,20,201.0,435.00000000000006,143.33333333333334,212.57658444101708,0.0,50.0,122.50000000000001,1,0.575131716619711,0.596536252697283,0.02140453607757209,0.5471894650483483,0.48417151318882456,0.6006203621301618,0.038541880488079404,74.00443794904277,P16->P15->P18->P12->P5->P19->P4->P11->P14->P9->P20->P3->P2->P1->P7->P8->P17->P6->P13->P10
16,A-RH-PADS-NoPathPressure,20,203.0,438.33333333333337,143.33333333333334,214.23283575227302,0.0,50.0,111.66666666666667,1,0.6562437131320548,0.7979482809117667,0.14170456777971197,0.7380399443680871,0.6000370552230001,0.7979482809117667,0.07410491292882161,73.95530201029032,P16->P15->P18->P12->P5->P19->P4->P11->P9->P20->P3->P14->P1->P2->P10->P13->P6->P17->P8->P7
16,A-RH-PADS-ResponseOnly,20,232.0,486.6666666666667,125.00000000000001,222.06528326530244,0.0,25.0,118.75,1,0.85,0.85,0.0,0.85,0.85,0.85,0.0,72.59116199566051,P16->P15->P18->P12->P19->P4->P11->P9->P20->P3->P5->P1->P6->P17->P8->P7->P2->P14->P10->P13
16,A-RH-PADS-CostOnly,20,197.0,428.33333333333337,133.33333333333334,210.69589188456413,0.0,25.0,158.33333333333334,1,0.25,0.25,0.0,0.25,0.25,0.25,0.0,74.13907197769731,P16->P15->P18->P12->P14->P11->P4->P19->P2->P1->P5->P3->P20->P9->P7->P8->P17->P6->P13->P10
16,A-RH-PADS-NoFinishTimeResponse,20,232.0,486.6666666666667,125.00000000000001,222.06528326530244,0.0,25.0,118.75,1,0.575131716619711,0.7658175488380298,0.1906858322183188,0.6348772745841844,0.5005856744024618,0.7667636322401996,0.11553487712024228,71.26350898761302,P16->P15->P18->P12->P19->P4->P11->P9->P20->P3->P5->P1->P6->P17->P8->P7->P2->P14->P10->P13
17,A-RH-PADS-Full,20,206.0,443.3333333333334,315.00000000000006,201.32404996909267,0.0,50.0,133.33333333333334,1,0.5904742398844129,0.7786844366076219,0.18821019672320893,0.7214028312954411,0.5478293155488925,0.7786844366076219,0.07083049684449287,65.43910503387451,P5->P10->P20->P2->P12->P14->P1->P17->P11->P8->P4->P6->P3->P19->P15->P18->P13->P7->P9->P16
17,A-RH-PADS-FixedLambda,20,171.0,385.0,305.0,198.5632646857205,0.0,25.0,137.5,1,0.55,0.55,0.0,0.55,0.55,0.55,0.0,65.05187699804083,P10->P12->P2->P16->P20->P9->P5->P11->P8->P4->P3->P14->P19->P1->P15->P18->P17->P13->P7->P6
17,A-RH-PADS-NoUrgencyPressure,20,171.0,385.0,305.0,198.5632646857205,0.0,25.0,137.5,1,0.43502948428810984,0.6428057512876905,0.20777626699958063,0.5642080230046034,0.42690299683432226,0.6722225462010931,0.11077209143858355,63.88461199821904,P10->P12->P2->P16->P20->P9->P5->P11->P8->P4->P3->P14->P19->P1->P15->P18->P17->P13->P7->P6
17,A-RH-PADS-NoAbnormalPressure,20,181.0,401.66666666666674,190.00000000000003,178.20629126074897,0.0,50.0,151.25000000000003,1,0.5904742398844129,0.623937497221132,0.033463257336719066,0.5822596456234522,0.5467122277659184,0.623937497221132,0.02117300883037699,65.12566399760544,P5->P10->P20->P16->P2->P12->P14->P19->P1->P15->P18->P17->P3->P6->P4->P8->P11->P7->P13->P9
17,A-RH-PADS-NoPathPressure,20,197.0,428.33333333333337,330.0,223.03136646688765,0.0,50.0,109.58333333333334,1,0.6818125015344747,0.8110046643531464,0.12919216281867174,0.7219496790642547,0.5872043835712963,0.8110046643531464,0.08389788483919323,62.67778901383281,P5->P10->P12->P2->P20->P16->P9->P4->P8->P11->P1->P14->P19->P15->P18->P13->P7->P17->P6->P3
17,A-RH-PADS-ResponseOnly,20,222.0,470.0000000000001,355.00000000000006,210.14981831635362,0.0,50.0,95.41666666666669,1,0.85,0.85,0.0,0.85,0.85,0.85,0.0,66.03032303974032,P5->P10->P20->P2->P12->P14->P1->P17->P4->P8->P11->P9->P16->P18->P3->P6->P19->P15->P13->P7
17,A-RH-PADS-CostOnly,20,147.0,344.99999999999994,173.33333333333334,186.48417096268747,0.0,50.0,121.66666666666664,1,0.25,0.25,0.0,0.25,0.25,0.25,0.0,66.72971398802474,P9->P10->P20->P16->P2->P12->P14->P19->P1->P15->P18->P17->P13->P7->P6->P3->P4->P8->P5->P11
17,A-RH-PADS-NoFinishTimeResponse,20,242.0,503.33333333333337,448.33333333333337,264.8821289662452,0.0,75.0,110.83333333333334,1,0.591422410647788,0.755269925645207,0.163847514997419,0.6412958171316417,0.5327043920635863,0.77229034887847,0.09830178702934306,65.5800670501776,P10->P12->P2->P9->P3->P5->P8->P11->P17->P1->P15->P14->P19->P4->P13->P7->P6->P18->P20->P16
18,A-RH-PADS-Full,20,273.0,555.0,190.0,210.50643902120123,20.0,50.0,134.99999999999997,1,0.6101032629349366,0.7755625547016833,0.16545929176674679,0.6615846612540279,0.46706332966332986,0.78870751793259,0.12895979532595025,84.62747698649764,P18->P12->P6->P10->P16->P5->P7->P14->P8->P1->P3->P19->P15->P4->P17->P9->P20->P2->P11->P13
18,A-RH-PADS-FixedLambda,20,211.0,451.6666666666667,245.0,185.72596407836633,0.0,50.0,182.91666666666666,1,0.55,0.55,0.0,0.55,0.55,0.55,0.0,83.25626101577654,P18->P12->P6->P14->P10->P16->P5->P19->P15->P3->P1->P2->P7->P20->P11->P8->P9->P4->P17->P13
18,A-RH-PADS-NoUrgencyPressure,20,249.0,515.0,265.55555555555554,207.10932057766652,0.0,50.0,198.33333333333331,1,0.42924045230104513,0.6408369668391327,0.2115965145380876,0.5912261323222061,0.42429467470384147,0.6672956821130993,0.09595767440182185,84.76120798150077,P18->P12->P6->P14->P10->P16->P5->P1->P3->P15->P19->P7->P20->P11->P8->P9->P2->P4->P17->P13
18,A-RH-PADS-NoAbnormalPressure,20,215.0,458.3333333333333,249.44444444444443,191.42269258585588,0.0,50.0,186.24999999999997,1,0.6101032629349366,0.617026609746949,0.006923346812012454,0.5915142720483569,0.46756940447261686,0.6441307594420542,0.042806423153089995,89.24741903319955,P18->P12->P6->P14->P10->P16->P5->P1->P3->P15->P19->P2->P7->P20->P11->P8->P9->P4->P17->P13
18,A-RH-PADS-NoPathPressure,20,265.0,541.6666666666666,155.0,211.40997813561464,40.0,50.0,167.91666666666663,1,0.6955587760849677,0.8071877626966889,0.11162898661172116,0.7272427307871232,0.5553950253148379,0.8071877626966889,0.09326973412669536,86.51043195277452,P18->P12->P7->P16->P5->P10->P14->P1->P3->P19->P15->P4->P17->P6->P8->P11->P2->P20->P9->P13
18,A-RH-PADS-ResponseOnly,20,291.0,585.0000000000001,119.44444444444444,245.45455673386635,40.0,50.0,95.41666666666669,1,0.85,0.85,0.0,0.85,0.85,0.85,0.0,84.6439540036954,P18->P7->P16->P5->P10->P1->P3->P4->P6->P14->P8->P12->P20->P2->P19->P15->P11->P9->P13->P17
18,A-RH-PADS-CostOnly,20,192.0,419.99999999999994,260.55555555555554,182.86808306619974,0.0,50.0,132.08333333333331,1,0.25,0.25,0.0,0.25,0.25,0.25,0.0,81.92569098901004,P18->P12->P6->P8->P14->P11->P10->P16->P5->P19->P15->P3->P1->P2->P7->P20->P9->P13->P17->P4
